664;2326,15;429
665;2327,90;429
666;2329,65;429
667;2331,39;428
668;2333,14;428
669;2334,88;428
670;2336,62;427
671;2338,36;427
672;2340,10;427
673;2341,84;427
674;2343,57;426
675;2345,31;426
676;2347,04;426
677;2348,77;425
678;2350,50;425
679;2352,23;425
680;2353,96;424
681;2355,69;424
682;2357,41;424
683;2359,14;423
684;2360,86;423
685;2362,58;423
686;2364,30;422
687;2366,02;422
688;2367,74;422
689;2369,46;422
690;2371,17;421
691;2372,89;421
692;2374,60;421
693;2376,32;420
694;2378,03;420
695;2379,74;420
696;2381,44;419
697;2383,15;419
698;2384,86;419
699;2386,56;419
700;2388,27;418
701;2389,97;418
702;2391,67;418
703;2393,37;417
704;2395,07;417
705;2396,77;417
706;2398,46;416
707;2400,16;416
708;2401,85;416
709;2403,54;416
710;2405,23;415
711;2406,92;415
712;2408,61;415
713;2410,30;414
714;2411,99;414
715;2413,67;414
716;2415,36;414
717;2417,04;413
718;2418,72;413
719;2420,40;413
720;2422,08;412
721;2423,76;412
722;2425,44;412
723;2427,12;412
724;2428,79;411
725;2430,47;411
726;2432,14;411
727;2433,81;410
728;2435,48;410
729;2437,15;410
730;2438,82;410
731;2440,49;409
732;2442,15;409
733;2443,82;409
734;2445,48;408
735;2447,14;408
736;2448,80;408
737;2450,46;408
738;2452,12;407
739;2453,78;407
740;2455,44;407
741;2457,09;406
742;2458,75;406
743;2460,40;406
744;2462,05;406
745;2463,71;405
746;2465,36;405
747;2467,00;405
748;2468,65;405
749;2470,30;404
750;2471,95;404
751;2473,59;404
752;2475,23;404
753;2476,88;403
754;2478,52;403
755;2480,16;403
756;2481,80;402
757;2483,44;402
758;2485,07;402
759;2486,71;402
760;2488,34;401
761;2489,98;401
762;2491,61;401
763;2493,24;401
764;2494,87;400
765;2496,50;400
766;2498,13;400
767;2499,76;400
768;2501,38;399
769;2503,01;399
770;2504,63;399
771;2506,26;399
772;2507,88;398
773;2509,50;398
774;2511,12;398
775;2512,74;397
776;2514,36;397
777;2515,98;397
778;2517,59;397
779;2519,21;396
780;2520,82;396
781;2522,43;396
782;2524,05;396
783;2525,66;395
784;2527,27;395
785;2528,87;395
786;2530,48;395
787;2532,09;394
788;2533,69;394
789;2535,30;394
790;2536,90;394
791;2538,51;393
792;2540,11;393
793;2541,71;393
